"country","name","birth_date","gender","disciplines"
"Chinese Taipei","QUAKE","1999-09-21","Male","'Breaking'"
"Vietnam","TRINH van Vinh","1995-12-17","Male","'Weightlifting'"
"Sweden","KALLBERG Anton","1997-08-17","Male","'Table Tennis'"
"Sweden","BERGAND Filippa","1999-03-11","Female","'Table Tennis'"
"Sweden","KALLBERG Christina","2000-04-01","Female","'Table Tennis'"
"Sweden","BERGSTROM Linda","1995-01-12","Female","'Table Tennis'"
"Sweden","KARLSSON Kristian","1991-08-06","Male","'Table Tennis'"
"Sweden","MOREGARD Truls","2002-02-16","Male","'Table Tennis'"
"Morocco","EL FALLAKI Ilias","2006-02-05","Male","'Swimming'"
"Morocco","EL BARODI Imane Houda","2001-02-21","Female","'Swimming'"
"Republic of Moldova","OSMANOV Adil","2000-07-02","Male","'Judo'"
"Republic of Moldova","LATISEV Mihail","2003-11-20","Male","'Judo'"
"Bulgaria","MITSIN Petar Petrov","2005-08-19","Male","'Swimming'"
"Uzbekistan","RUZIEV Doston","1996-07-10","Male","'Judo'"
"India","ALDRIN Jeswin","2001-12-24","Male","'Athletics'"
"Uzbekistan","NURILLAEV Sardor","1994-11-12","Male","'Judo'"
"India","CHITHRAVEL Praveen","2001-06-05","Male","'Athletics'"
"Spain","ROBLES Alvaro","1991-04-29","Male","'Table Tennis'"
"Spain","XIAO Maria","1994-05-19","Female","'Table Tennis'"
"Spain","CABANA PEREZ Cristina","1993-05-06","Female","'Judo'"
"Spain","CASES ROCA Salvador","1998-06-01","Male","'Judo'"
"Spain","GARCIA TORNE David","1997-08-04","Male","'Judo'"
"Spain","GARRIGOS Francisco","1994-12-09","Male","'Judo'"
"Spain","MARTINEZ ABELENDA Laura","1998-12-01","Female","'Judo'"
"Spain","MOSAKHLISHVILI Tristani","1997-12-31","Male","'Judo'"
"Spain","SHERAZADISHVILI Nikoloz","1996-02-19","Male","'Judo'"
"China","671","2005-10-19","Female","'Breaking'"
"Spain","TORO SOLER Ariane","2003-07-10","Female","'Judo'"
"Spain","TSUNODA ROUSTANT Ai","2002-04-19","Female","'Judo'"
"Czechia","KUCERA Kamil","1985-03-19","Male","'Weightlifting'"
"Bulgaria","MILADINOV Josif","2003-06-23","Male","'Swimming'"
"Bulgaria","EPITROPOV Lyubomir","1999-04-27","Male","'Swimming'"
"Cabo Verde","SILVA Djamila","1996-08-13","Female","'Judo'"
"Bulgaria","GEORGIEVA Gabriela","1997-06-16","Female","'Swimming'"
"Cabo Verde","ALVARES de OLIVEIRA Victor","1996-08-25","Male","'Fencing'"
"Spain","ACHA GONZALEZ Pablo","1996-08-04","Male","'Archery'"
"Spain","CANALES Elia","2001-06-25","Female","'Archery'"
"Korea","HUR Yoonseo","2005-09-23","Female","'Artistic Swimming'"
"Cabo Verde","PINA Jayla","2004-07-23","Female","'Swimming'"
"Cabo Verde","MOREIRA Ivanusa","1988-11-11","Female","'Boxing'"
"Spain","SORRIBES TORMO Sara","1996-10-08","Female","'Tennis'"
"Spain","ALCARAZ Carlos","2003-05-05","Male","'Tennis'"
"Spain","BUCSA Cristina","1998-01-01","Female","'Tennis'"
"Spain","CARRENO BUSTA Pablo","1991-07-12","Male","'Tennis'"
"Spain","GRANOLLERS Marcel","1986-04-12","Male","'Tennis'"
"Spain","MARTINEZ Pedro","1997-04-26","Male","'Tennis'"
"Spain","MUNAR Jaume","1997-05-05","Male","'Tennis'"
"Spain","NADAL Rafael","1986-06-03","Male","'Tennis'"
"Uzbekistan","YULDOSHEV Murodjon","1995-08-09","Male","'Judo'"
"Austria","DIESSL Enzo","2004-06-06","Male","'Athletics'"
"Austria","FUCHS Markus","1995-11-14","Male","'Athletics'"
"Austria","GOGL-WALLI Susanne","1996-05-05","Female","'Athletics'"
"Austria","HUDSON Victoria","1996-05-28","Female","'Athletics'"
"Austria","MAYER Julia","1993-01-20","Female","'Athletics'"
"Austria","PALLITSCH Raphael","1989-12-18","Male","'Athletics'"
"Austria","WEISSHAIDINGER Lukas","1992-02-20","Male","'Athletics'"
"Austria","KUHNLE Corinna","1987-07-04","Female","'Canoe Slalom'"
"Austria","OSCHMAUTZ Felix","1999-07-18","Male","'Canoe Slalom'"
"Austria","WOLFFHARDT Viktoria","1994-06-26","Female","'Canoe Slalom'"
"Germany","BRANDL Lorena","1997-05-15","Female","'Taekwondo'"
"Ireland","LENNOX Hugo","1999-03-06","Male","'Rugby Sevens'"
"Ireland","LYLE Abigail","1985-04-22","Female","'Equestrian'"
"Ireland","O'CONNOR Austin","1974-12-10","Male","'Equestrian'"
"Ireland","O'CONNOR Cian","1979-11-12","Male","'Equestrian'"
"Ireland","COYLE Daniel","1994-12-02","Male","'Equestrian'"
"Ireland","McKIBBIN Peter","1997-03-19","Male","'Hockey'"
"Ireland","MARSHALL Kyle","1998-07-10","Male","'Hockey'"
"Ireland","O'DONOGHUE Shane","1992-11-24","Male","'Hockey'"
"Ireland","LYNCH Jonathan","2001-04-05","Male","'Hockey'"
"Ireland","MURRAY Sean","1997-05-05","Male","'Hockey'"
"Ireland","BROWN Peter","1994-07-07","Male","'Hockey'"
"Ireland","ROBSON Michael","1995-04-18","Male","'Hockey'"
"Ireland","WALSH Daragh","1997-08-27","Male","'Hockey'"
"Ireland","WALKER Benjamin","1999-07-13","Male","'Hockey'"
"Ireland","DUNCAN Jeremy","1994-08-02","Male","'Hockey'"
"Ireland","McKEE John","1996-12-22","Male","'Hockey'"
"Ireland","JOHNSON Ben","2000-08-01","Male","'Hockey'"
"Ireland","NELSON Matthew","1998-04-14","Male","'Hockey'"
"Sweden","RISSVEDS Jenny","1994-06-06","Female","'Cycling Mountain Bike'"
"Barbados","WRIGHT Matthew","1992-05-13","Male","'Triathlon'"
"Jamaica","CAMPBELL Rajindra","1996-02-29","Male","'Athletics'"
"Egypt","HAMZA Malak","2001-11-05","Female","'Trampoline Gymnastics'"
"Ukraine","ABDURAIMOV Aider","2004-01-18","Male","'Boxing'"
"Ukraine","KHYZHNIAK Oleksandr","1995-08-03","Male","'Boxing'"
"Ukraine","LOVCHYNSKYI Dmytro","1999-02-05","Male","'Boxing'"
"Ukraine","BATAHOV Arsenii","2002-03-05","Male","'Football'"
"Ukraine","BRAHARU Maksym","2002-07-21","Male","'Football'"
"Ukraine","FESIUN Kiril","2002-08-07","Male","'Football'"
"Ukraine","KRYSKIV Dmytro","2000-10-06","Male","'Football'"
"Ukraine","MARTYNIUK Oleksandr","2001-11-25","Male","'Football'"
"Ukraine","MYKHAILENKO Mykola","2001-05-22","Male","'Football'"
"Ukraine","OCHERETKO Oleh","2003-05-25","Male","'Football'"
"Ukraine","RUBCHYNSKYI Valentyn","2002-02-15","Male","'Football'"
"Ukraine","SALIUK Volodymyr","2002-06-25","Male","'Football'"
"Ukraine","SIKAN Danylo","2001-04-16","Male","'Football'"
"Ukraine","SYCH Oleksii","2001-04-01","Male","'Football'"
"Ukraine","TALOVIEROV Maksym","2000-06-28","Male","'Football'"
"Ukraine","YERMAKOV Georgiy","2002-03-28","Male","'Football'"
"Cuba","CIRILO DUBOYS Yarisleidis","2002-05-10","Female","'Canoe Sprint'"
"Cuba","LOPEZ LAMADRID Yinnoly Francheska","2006-08-15","Female","'Canoe Sprint'"
"Cuba","PELIER CORDOVA Jose Ramon","2001-02-07","Male","'Canoe Sprint'"
"Egypt","ABDELGHANY Abdelrahman","1998-12-19","Male","'Judo'"
"Egypt","SAMY Youssry","2003-04-15","Male","'Judo'"
"Fiji","TAKAYAWA Gerard","2005-11-07","Male","'Judo'"
"India","YARRAJI Jyothi","1999-08-28","Female","'Athletics'"
"India","RAMRAJ Vithya","1998-09-20","Female","'Athletics'"
"Vietnam","LE Duc Phat","1998-02-01","Male","'Badminton'"
"Chinese Taipei","TANG Chih-Chun","2001-03-16","Male","'Archery'"
"Chinese Taipei","TAI Yu-Hsuan","2002-11-09","Male","'Archery'"
"Chinese Taipei","LIN Zih-Siang","2001-08-01","Male","'Archery'"
"Chinese Taipei","LEI Chien-Ying","1990-04-17","Female","'Archery'"
"Chinese Taipei","CHIU Yi-Ching","2003-10-16","Female","'Archery'"
"Chinese Taipei","LI Tsai-Chi","2005-01-02","Female","'Archery'"
"Sweden","KARLSSON Lovisa","1995-05-24","Female","'Sailing'"
"Sweden","DAHLBERG Anton","1985-05-10","Male","'Sailing'"
"Sweden","BOBECK Vilma","1998-01-05","Female","'Sailing'"
"Sweden","OLSSON Josefin","1989-08-23","Female","'Sailing'"
"Sweden","JONSSON Hanna","1999-01-20","Female","'Sailing'"
"Sweden","NETZLER Rebecca","1995-07-22","Female","'Sailing'"
"Sweden","HJERTBERG Johanna","1997-09-19","Female","'Sailing'"
"Sweden","JARUDD Emil","1998-04-27","Male","'Sailing'"
"Israel","SALPETER Lonah Chemtai","1988-12-12","Female","'Athletics'"
"Chinese Taipei","YANG Chun-Han","1997-01-01","Male","'Athletics'"
"Chinese Taipei","PENG Ming-Yang","1998-06-10","Male","'Athletics'"
"Egypt","MEHELBA Azmy","1991-03-26","Male","'Shooting'"
"Egypt","HAMDY ABDELKADER Mohamed","1990-08-07","Male","'Shooting'"
"Israel","TIYOURI Maor","1990-08-13","Female","'Athletics'"
"Mongolia","BATBAYAR Enkhkhuslen","2001-12-14","Female","'Swimming'"
"Egypt","KHALIL Remas","2006-10-01","Female","'Shooting'"
"Egypt","ELGOHARI Hala","1996-05-04","Female","'Shooting'"
"Egypt","ABOUSHOKKA Amira","1979-08-15","Female","'Shooting'"
"Egypt","IBRAHIM Omar","1998-01-01","Male","'Shooting'"
"Nigeria","NWANDU Adaku","2007-09-29","Female","'Swimming'"
"Egypt","KORAYIEM Ibrahim Ahmad Mohammad","1987-04-16","Male","'Shooting'"
"Benin","KIKI Didier","1995-11-30","Male","'Athletics'"
"Türkiye","CAN Sena","2001-11-10","Female","'Shooting'"
"Türkiye","KELES Ismail","1988-03-05","Male","'Shooting'"
"Bulgaria","KOSTADINOVA Antoaneta","1986-01-17","Female","'Shooting'"
"Norway","KRISTIANSEN Veronica","1990-07-10","Female","'Handball'"
"Türkiye","TARHAN Sevval Ilayda","2000-02-04","Female","'Shooting'"
"Türkiye","YILMAZ Simal","2003-06-21","Female","'Shooting'"
"Bulgaria","KIROV Kiril","2000-02-19","Male","'Shooting'"
"Türkiye","DIKEC Yusuf","1973-01-01","Male","'Shooting'"
"Türkiye","TUZUN Oguzhan","1982-10-20","Male","'Shooting'"
"Türkiye","KAYA Rumeysa Pelin","2000-08-06","Female","'Shooting'"
"Nigeria","BELLO Ayomide Powei","2002-04-04","Female","'Canoe Sprint'"
"Grenada","JAMES Kirani","1992-09-01","Male","'Athletics'"
"Nigeria","OTUEDO Beauty Akinaere","1997-10-10","Female","'Canoe Sprint'"
"Türkiye","GAZOZ Mete","1999-06-08","Male","'Archery'"
"Türkiye","TUMER Berkim","2002-04-30","Male","'Archery'"
"Türkiye","YILDIRMIS Abdullah","2003-11-07","Male","'Archery'"
"Croatia","PUCAR Tomislav","1996-01-26","Male","'Table Tennis'"
"Croatia","GACINA Andrej","1986-05-21","Male","'Table Tennis'"
"Croatia","ZELJKO Fili","1996-11-16","Male","'Table Tennis'"
"Croatia","MALOBABIC Ivana","1980-07-04","Female","'Table Tennis'"
"Türkiye","GOKKIR Elif Berra","2007-01-11","Female","'Archery'"
"Bulgaria","ANGELOVA Desislava","1997-10-16","Female","'Rowing'"
"Bulgaria","VASILEV Kristian","1991-11-18","Male","'Rowing'"
"Egypt","MOHAMMED Nour Abbas","1997-04-26","Female","'Shooting'"
"Egypt","ABDELHADY MOHAMED Omar Khaled","1998-09-30","Male","'Shooting'"
"Sweden","ALEXIUSSON Agnes","1996-04-19","Female","'Boxing'"
"Sweden","IBRAHIM Nebil","2000-12-02","Male","'Boxing'"
"Egypt","ELSAYED ABUQARN Mai Magdy","1999-08-23","Female","'Shooting'"
"Egypt","ASHMAWY Maggy","1992-10-01","Female","'Shooting'"
"France","KROU Youssef","1989-06-19","Male","'Beach Volleyball'"
"France","GAUTHIER-RAT Arnaud","1996-10-22","Male","'Beach Volleyball'"
"France","LYNEEL Julien","1990-04-15","Male","'Beach Volleyball'"
"France","BASSEREAU Remi","1999-02-26","Male","'Beach Volleyball'"
"France","RICHARD Alexia","1996-04-03","Female","'Beach Volleyball'"
"France","PLACETTE Lezana","1997-12-11","Female","'Beach Volleyball'"
"France","CHAMEREAU Aline","1996-03-06","Female","'Beach Volleyball'"
"France","VIEIRA Clemence","2000-11-01","Female","'Beach Volleyball'"
"Guinea-Bissau","NDUM Bacar","2001-06-20","Male","'Wrestling'"
"Guinea-Bissau","IUNA FAFE Diamantino","2001-06-10","Male","'Wrestling'"
"Austria","AUBOECK Felix","1996-12-19","Male","'Marathon Swimming', 'Swimming'"
"Austria","BAYER Valentin","1999-12-08","Male","'Swimming'"
"Austria","BUCHER Simon","2000-05-23","Male","'Swimming'"
"Austria","ESPERNBERGER Martin","2003-12-20","Male","'Swimming'"
"Austria","GIGLER Heiko","1996-06-17","Male","'Swimming'"
"Austria","HERCOG Jan","1998-02-10","Male","'Marathon Swimming'"
"Austria","KREUNDL Lena","1997-09-19","Female","'Swimming'"
"Austria","REITSHAMMER Bernhard","1994-06-17","Male","'Swimming'"
"Austria","ALEXANDRI Anna-Maria","1997-09-15","Female","'Artistic Swimming'"
"Austria","ALEXANDRI Eirini-Marina","1997-09-15","Female","'Artistic Swimming'"
"Austria","KNOLL Anton","2004-11-21","Male","'Diving'"
"Jamaica","COX Anthony","2000-08-26","Male","'Athletics'"
"Cabo Verde","FREIRE Samuel","1990-08-28","Male","'Athletics'"
"Sweden","JAWAID Marlena","2000-08-16","Female","'Modern Pentathlon'"
"Suriname","HOOST Irvin","1999-04-19","Male","'Swimming'"
"Chinese Taipei","LIN Yu-Tang","2000-05-11","Male","'Athletics'"
"Fiji","TEWA Waisake","2003-09-18","Male","'Athletics'"
"Chinese Taipei","ZHANG Bo-Ya","2003-04-03","Female","'Athletics'"
"Guam","IIJIMA Manami","1992-10-20","Female","'Triathlon'"
"Guam","AQUINO Mia Lahnee Ramos","1998-03-29","Female","'Wrestling'"
"Guam","AQUINO Rckaela Maree Ramos","1999-07-04","Female","'Wrestling'"
"Uzbekistan","BOLTABOEV Sharofiddin","1995-11-19","Male","'Judo'"
"Chinese Taipei","LIEN Chen-Ling","1988-01-31","Female","'Judo'"
"Chinese Taipei","YANG Yung Wei","1997-09-28","Male","'Judo'"
"Chinese Taipei","LIN Chen-Hao","1997-10-26","Female","'Judo'"
"Jordan","ABO-ALRUB Rama","2001-06-08","Female","'Taekwondo'"
"Palau","FRANCISCO Sydney","2005-05-24","Female","'Athletics'"
"Jordan","ALKHAWALDEH Moath","1988-10-22","Male","'Athletics'"
"Jordan","ABU AL SOUD Ahmad","1995-07-05","Male","'Artistic Gymnastics'"
"Ireland","HENDRICK Noel","1997-12-24","Male","'Canoe Slalom'"
"Uzbekistan","BOBONOV Davlat","1997-06-07","Male","'Judo'"
"Uzbekistan","TUROBOYEV Muzaffarbek","2000-04-05","Male","'Judo'"
"Jordan","AL-WIR Amro","2001-01-23","Male","'Swimming'"
"Jordan","BELBEISI Karin","2008-12-21","Female","'Swimming'"
"Austria","HOERL Julian","1992-03-04","Male","'Beach Volleyball'"
"Austria","HORST Alexander","1982-12-20","Male","'Beach Volleyball'"
"Türkiye","OZBEK Muhammed","2001-01-24","Male","'Weightlifting'"
"Türkiye","ABAY Burak","1996-01-01","Male","'Cycling Road'"
"Türkiye","OZBAY Elis","2001-07-24","Female","'Rowing'"
"Türkiye","ACET Alperen","1998-04-02","Male","'Athletics'"
"Türkiye","TEKDAL Ayse","1999-10-28","Female","'Athletics'"
"Türkiye","AKCAM Berke","2002-04-10","Male","'Athletics'"
"Türkiye","SAVASKAN Buse","1999-02-24","Female","'Athletics'"
"Türkiye","TUGSUZ Eda","1997-03-27","Female","'Athletics'"
"Türkiye","DERELI Emel","1996-02-25","Female","'Athletics'"
"Austria","GROSSSCHARTNER Felix","1993-12-23","Male","'Cycling Road'"
"Austria","HALLER Marco","1991-04-01","Male","'Cycling Road'"
"Austria","KOKAS Raphael","2004-11-07","Male","'Cycling Track'"
"Austria","SCHMIDBAUER Maximilian","2001-12-23","Male","'Cycling Track'"
"Austria","WAFLER Tim","2002-01-28","Male","'Cycling Track'"
"Austria","FOIDL Maximilian","1995-10-08","Male","'Cycling Mountain Bike'"
"Austria","MITTERWALLNER Mona","2002-01-09","Female","'Cycling Mountain Bike'"
"Austria","STIGGER Laura","2000-09-25","Female","'Cycling Mountain Bike'"
"Austria","KIESENHOFER Anna","1991-02-14","Female","'Cycling Road'"
"Austria","SCHWEINBERGER Christina","1996-10-29","Female","'Cycling Road'"
"Türkiye","SASMA Ersu","1999-09-30","Male","'Athletics'"
"Croatia","VEOCIC Gabrijel","2001-06-01","Male","'Boxing'"
"Türkiye","OZBILEN Kaan Kigen","1986-01-15","Male","'Athletics'"
"Türkiye","OZER Kayhan","1998-06-11","Male","'Athletics'"
"Türkiye","DEMIR Mazlum","2003-12-19","Male","'Athletics'"
"Türkiye","BEKMEZ Meryem","2000-07-31","Female","'Athletics'"
"Türkiye","ER Necati","1997-02-24","Male","'Athletics'"
"Türkiye","BALTACI Ozkan","1994-02-13","Male","'Athletics'"
"Austria","MOERZ Charlize","2005-10-10","Female","'Artistic Gymnastics'"
"Austria","WIZANI Benny","2001-06-26","Male","'Trampoline Gymnastics'"
"Austria","BORCHASHVILI Wachid","1998-09-24","Male","'Judo'"
"Austria","FARA Aaron","1997-06-21","Male","'Judo'"
"Austria","GASSNER Samuel","2001-05-25","Male","'Judo'"
"Austria","PIOVESANA Lubjana","1997-01-03","Female","'Judo'"
"Austria","POLLERES Michaela","1997-07-15","Female","'Judo'"
"Austria","TANZER Katharina","1995-07-26","Female","'Judo'"
"Austria","HABESOHN Daniel","1986-07-22","Male","'Table Tennis'"
"Austria","POLCANOVA Sofia","1994-09-03","Female","'Table Tennis'"
"Austria","ABICHT Lorena","1994-07-12","Female","'Sailing'"
"Austria","BILDSTEIN Benjamin","1992-01-16","Male","'Sailing'"
"Korea","HWANG Sunwoo","2003-05-21","Male","'Swimming'"
"Austria","BONTUS Valentin","2001-02-01","Male","'Sailing'"
"Austria","FRANK Tanja","1993-01-24","Female","'Sailing'"
"Austria","HABERL Lukas","1999-05-26","Male","'Sailing'"
"Austria","HUSSL David","1992-02-23","Male","'Sailing'"
"Austria","KORNELLI Alina","2000-05-12","Female","'Sailing'"
"Austria","MAEHR Lukas","1990-04-23","Male","'Sailing'"
"Austria","VADLAU Lara","1994-03-29","Female","'Sailing'"
"Jamaica","GAYLE Tajay","1996-08-02","Male","'Athletics'"
"Puerto Rico","CRUZ Darian Toi","1995-02-07","Male","'Wrestling'"
"Korea","JI Yuchan","2002-08-24","Male","'Swimming'"
"Puerto Rico","LOPEZ de JESUS Juanma","2005-12-27","Male","'Boxing'"
"Guam","TUGADE-WATSON Regine","1998-01-28","Female","'Athletics'"
"Guam","GREEN Joseph","2001-12-07","Male","'Athletics'"
"Guam","ESCANO Maria","2002-01-29","Female","'Judo'"
"Malaysia","CHIA Aaron","1997-02-24","Male","'Badminton'"
"Palau","HOSEI Yuri","2005-05-20","Female","'Swimming'"
"Kyrgyzstan","DZHUZUPBEKOV Uzur","1996-04-12","Male","'Wrestling'"
"Kyrgyzstan","ISMAILOV Amantur","1997-12-29","Male","'Wrestling'"
"Malaysia","CHEN Tang Jie","1998-01-05","Male","'Badminton'"
"Korea","KIM Jihun","2000-05-15","Male","'Swimming'"
"Malaysia","GOH Jin Wei","2000-01-30","Female","'Badminton'"
"Malaysia","LEE Zii Jia","1998-03-29","Male","'Badminton'"
"Türkiye","OZYUKSEL Ilke","1997-02-26","Female","'Modern Pentathlon'"
"Kyrgyzstan","MAKHMUDOV Akzhol","1999-04-15","Male","'Wrestling'"
"Türkiye","UNAL Bugra","1997-05-08","Male","'Modern Pentathlon'"
"Kyrgyzstan","SHARSHENBEKOV Zholaman","1999-09-29","Male","'Wrestling'"
"Qatar","SAMBA Abderrahman","1995-09-05","Male","'Athletics'"
"Qatar","HEMEIDA Bassem","2000-03-28","Male","'Athletics'"
"Qatar","BARSHIM Mutaz Essa","1991-06-24","Male","'Athletics'"
"Qatar","ABAKAR Ismail Doudai","2004-01-01","Male","'Athletics'"
"Korea","KIM Minseo","2004-03-18","Male","'Swimming'"
"Qatar","ABDALLA Abubaker Haydar","1996-08-28","Male","'Athletics'"
"Qatar","YAHIA IBRAHIM Ammar Ismail","1996-09-18","Male","'Athletics'"
"AIN","KHASLAKHANAU Abubakar","2004-04-25","Male","'Wrestling'"
"Türkiye","RECBER Hakan","1999-08-17","Male","'Taekwondo'"
"Türkiye","ATESLI Emre Kutalmis","2001-01-01","Male","'Taekwondo'"
"Türkiye","DINCEL KAVURAT Merve","1999-11-22","Female","'Taekwondo'"
"Türkiye","ILGUN Hatice Kubra","1993-01-01","Female","'Taekwondo'"
"Türkiye","KUS AYDIN Nafia","1995-02-20","Female","'Taekwondo'"
"Zimbabwe","COX Stephen","1991-09-29","Male","'Rowing'"
