"name","medal_type","gender","country","event","isteam","url_event"
"COLLETT Laura","Bronze Medal","Female","Great Britain","Eventing Individual",False,"/en/paris-2024/results/equestrian/eventing-individual/jump000100--"
"JUNG Michael","Gold Medal","Male","Germany","Eventing Individual",False,"/en/paris-2024/results/equestrian/eventing-individual/jump000100--"
"BURTON Christopher","Silver Medal","Male","Australia","Eventing Individual",False,"/en/paris-2024/results/equestrian/eventing-individual/jump000100--"
"RAFFAELI Sofia","Bronze Medal","Female","Italy","Individual All-Around",False,NULL
"VARFOLOMEEV Darja","Gold Medal","Female","Germany","Individual All-Around",False,NULL
"KALEYN Boryana","Silver Medal","Female","Bulgaria","Individual All-Around",False,NULL
"van der VLEUTEN Maikel","Bronze Medal","Male","Netherlands","Jumping Individual",False,"/en/paris-2024/results/equestrian/jumping-individual/fnl-0002rr--"
"KUKUK Christian","Gold Medal","Male","Germany","Jumping Individual",False,"/en/paris-2024/results/equestrian/jumping-individual/fnl-0002rr--"
"GUERDAT Steve","Silver Medal","Male","Switzerland","Jumping Individual",False,"/en/paris-2024/results/equestrian/jumping-individual/fnl-0002rr--"
"MEDINA Gabriel","Bronze Medal","Male","Brazil","Men",False,"/en/paris-2024/results/surfing/men/fnl---------"
"MAHIEU Romain","Bronze Medal","Male","France","Men",False,"/en/paris-2024/results/cycling-bmx-racing/men/fnl-000100--"
"YAN Langyu","Bronze Medal","Male","China","Men",False,"/en/paris-2024/results/trampoline-gymnastics/men/fnl-000001--"
"LITVINOVICH Ivan","Gold Medal","Male","AIN","Men",False,"/en/paris-2024/results/trampoline-gymnastics/men/fnl-000001--"
"VAAST Kauli","Gold Medal","Male","France","Men",False,"/en/paris-2024/results/surfing/men/fnl---------"
"DAUDET Joris","Gold Medal","Male","France","Men",False,"/en/paris-2024/results/cycling-bmx-racing/men/fnl-000100--"
"ROBINSON Jack","Silver Medal","Male","Australia","Men",False,"/en/paris-2024/results/surfing/men/fnl---------"
"ANDRE Sylvain","Silver Medal","Male","France","Men",False,"/en/paris-2024/results/cycling-bmx-racing/men/fnl-000100--"
"WANG Zisai","Silver Medal","Male","China","Men",False,"/en/paris-2024/results/trampoline-gymnastics/men/fnl-000001--"
"RAKHIMOV Temur","Bronze Medal","Male","Tajikistan","Men +100 kg",False,"/en/paris-2024/results/judo/men--plus-100-kg/repf000100--"
"YUSUPOV Alisher","Bronze Medal","Male","Uzbekistan","Men +100 kg",False,"/en/paris-2024/results/judo/men--plus-100-kg/repf000200--"
"RINER Teddy","Gold Medal","Male","France","Men +100 kg",False,"/en/paris-2024/results/judo/men--plus-100-kg/fnl-000100--"
"KIM Minjong","Silver Medal","Male","Korea","Men +100 kg",False,"/en/paris-2024/results/judo/men--plus-100-kg/fnl-000100--"
"ALBA Rafael","Bronze Medal","Male","Cuba","Men +80kg",False,"/en/paris-2024/results/taekwondo/men--plus-80kg/repf000100--"
"CISSE Cheick Sallah","Bronze Medal","Male","Côte d'Ivoire","Men +80kg",False,"/en/paris-2024/results/taekwondo/men--plus-80kg/repf000200--"
"SALIMI Arian","Gold Medal","Male","IR Iran","Men +80kg",False,"/en/paris-2024/results/taekwondo/men--plus-80kg/fnl-000100--"
"CUNNINGHAM Caden","Silver Medal","Male","Great Britain","Men +80kg",False,"/en/paris-2024/results/taekwondo/men--plus-80kg/fnl-000100--"
"TUROBOYEV Muzaffarbek","Bronze Medal","Male","Uzbekistan","Men -100 kg",False,"/en/paris-2024/results/judo/men--100-kg/repf000200--"
"PALTCHIK Peter","Bronze Medal","Male","Israel","Men -100 kg",False,"/en/paris-2024/results/judo/men--100-kg/repf000100--"
"KOTSOIEV Zelym","Gold Medal","Male","Azerbaijan","Men -100 kg",False,"/en/paris-2024/results/judo/men--100-kg/fnl-000100--"
"SULAMANIDZE Ilia","Silver Medal","Male","Georgia","Men -100 kg",False,"/en/paris-2024/results/judo/men--100-kg/fnl-000100--"
"JENDOUBI Mohamed Khalil","Bronze Medal","Male","Tunisia","Men -58kg",False,"/en/paris-2024/results/taekwondo/men--58kg/repf000200--"
"RAVET Cyrian","Bronze Medal","Male","France","Men -58kg",False,"/en/paris-2024/results/taekwondo/men--58kg/repf000100--"
"PARK Taejoon","Gold Medal","Male","Korea","Men -58kg",False,"/en/paris-2024/results/taekwondo/men--58kg/fnl-000100--"
"MAGOMEDOV Gashim","Silver Medal","Male","Azerbaijan","Men -58kg",False,"/en/paris-2024/results/taekwondo/men--58kg/fnl-000100--"
"NAGAYAMA Ryuju","Bronze Medal","Male","Japan","Men -60 kg",False,"/en/paris-2024/results/judo/men--60-kg/repf000100--"
"GARRIGOS Francisco","Bronze Medal","Male","Spain","Men -60 kg",False,"/en/paris-2024/results/judo/men--60-kg/repf000200--"
"SMETOV Yeldos","Gold Medal","Male","Kazakhstan","Men -60 kg",False,"/en/paris-2024/results/judo/men--60-kg/fnl-000100--"
"MKHEIDZE Luka","Silver Medal","Male","France","Men -60 kg",False,"/en/paris-2024/results/judo/men--60-kg/fnl-000100--"
"KYRGYZBAYEV Gusman","Bronze Medal","Male","Kazakhstan","Men -66 kg",False,"/en/paris-2024/results/judo/men--66-kg/repf000100--"
"VIERU Denis","Bronze Medal","Male","Republic of Moldova","Men -66 kg",False,"/en/paris-2024/results/judo/men--66-kg/repf000200--"
"ABE Hifumi","Gold Medal","Male","Japan","Men -66 kg",False,"/en/paris-2024/results/judo/men--66-kg/fnl-000100--"
"LIMA Willian","Silver Medal","Male","Brazil","Men -66 kg",False,"/en/paris-2024/results/judo/men--66-kg/fnl-000100--"
"PONTES Edival","Bronze Medal","Male","Brazil","Men -68kg",False,"/en/paris-2024/results/taekwondo/men--68kg/repf000200--"
"LIANG Yushuai","Bronze Medal","Male","China","Men -68kg",False,"/en/paris-2024/results/taekwondo/men--68kg/repf000100--"
"RASHITOV Ulugbek","Gold Medal","Male","Uzbekistan","Men -68kg",False,"/en/paris-2024/results/taekwondo/men--68kg/fnl-000100--"
"KAREEM Zaid","Silver Medal","Male","Jordan","Men -68kg",False,"/en/paris-2024/results/taekwondo/men--68kg/fnl-000100--"
"OSMANOV Adil","Bronze Medal","Male","Republic of Moldova","Men -73 kg",False,"/en/paris-2024/results/judo/men--73-kg/repf000100--"
"HASHIMOTO Soichi","Bronze Medal","Male","Japan","Men -73 kg",False,"/en/paris-2024/results/judo/men--73-kg/repf000200--"
"HEYDAROV Hidayat","Gold Medal","Male","Azerbaijan","Men -73 kg",False,"/en/paris-2024/results/judo/men--73-kg/fnl-000100--"
"GABA Joan-Benjamin","Silver Medal","Male","France","Men -73 kg",False,"/en/paris-2024/results/judo/men--73-kg/fnl-000100--"
"HRNIC Edi","Bronze Medal","Male","Denmark","Men -80kg",False,"/en/paris-2024/results/taekwondo/men--80kg/repf000200--"
"ALESSIO Simone","Bronze Medal","Male","Italy","Men -80kg",False,"/en/paris-2024/results/taekwondo/men--80kg/repf000100--"
"KATOUSSI Firas","Gold Medal","Male","Tunisia","Men -80kg",False,"/en/paris-2024/results/taekwondo/men--80kg/fnl-000100--"
"BARKHORDARI Mehran","Silver Medal","Male","IR Iran","Men -80kg",False,"/en/paris-2024/results/taekwondo/men--80kg/fnl-000100--"
"MAKHMADBEKOV Somon","Bronze Medal","Male","Tajikistan","Men -81 kg",False,"/en/paris-2024/results/judo/men--81-kg/repf000200--"
"LEE Joonhwan","Bronze Medal","Male","Korea","Men -81 kg",False,"/en/paris-2024/results/judo/men--81-kg/repf000100--"
"NAGASE Takanori","Gold Medal","Male","Japan","Men -81 kg",False,"/en/paris-2024/results/judo/men--81-kg/fnl-000100--"
"GRIGALASHVILI Tato","Silver Medal","Male","Georgia","Men -81 kg",False,"/en/paris-2024/results/judo/men--81-kg/fnl-000100--"
"TSELIDIS Theodoros","Bronze Medal","Male","Greece","Men -90 kg",False,"/en/paris-2024/results/judo/men--90-kg/repf000200--"
"NGAYAP HAMBOU Maxime-Gael","Bronze Medal","Male","France","Men -90 kg",False,"/en/paris-2024/results/judo/men--90-kg/repf000100--"
"BEKAURI Lasha","Gold Medal","Male","Georgia","Men -90 kg",False,"/en/paris-2024/results/judo/men--90-kg/fnl-000100--"
"MURAO Sanshiro","Silver Medal","Male","Japan","Men -90 kg",False,"/en/paris-2024/results/judo/men--90-kg/fnl-000100--"
"MINASYAN Gor","Bronze Medal","Male","Bahrain","Men's +102kg",False,"/en/paris-2024/results/weightlifting/men-s--plus-102kg/fnl-000100--"
"TALAKHADZE Lasha","Gold Medal","Male","Georgia","Men's +102kg",False,"/en/paris-2024/results/weightlifting/men-s--plus-102kg/fnl-000100--"
"LALAYAN Varazdat","Silver Medal","Male","Armenia","Men's +102kg",False,"/en/paris-2024/results/weightlifting/men-s--plus-102kg/fnl-000100--"
"TIAFACK Nelvie Raman","Bronze Medal","Male","Germany","Men's +92kg",False,"/en/paris-2024/results/boxing/men-s--plus-92kg/sfnl000100--"
"ABOUDOU MOINDZE Djamili-Dini","Bronze Medal","Male","France","Men's +92kg",False,"/en/paris-2024/results/boxing/men-s--plus-92kg/sfnl000200--"
"JALOLOV Bakhodir","Gold Medal","Male","Uzbekistan","Men's +92kg",False,"/en/paris-2024/results/boxing/men-s--plus-92kg/fnl-000100--"
"GHADFA DRISSI EL AISSAOUI Ayoub","Silver Medal","Male","Spain","Men's +92kg",False,"/en/paris-2024/results/boxing/men-s--plus-92kg/fnl-000100--"
"FISHER Grant","Bronze Medal","Male","United States","Men's 10,000m",False,"/en/paris-2024/results/athletics/men-s-10-000m/fnl-000100--"
"CHEPTEGEI Joshua","Gold Medal","Male","Uganda","Men's 10,000m",False,"/en/paris-2024/results/athletics/men-s-10-000m/fnl-000100--"
"AREGAWI Berihu","Silver Medal","Male","Ethiopia","Men's 10,000m",False,"/en/paris-2024/results/athletics/men-s-10-000m/fnl-000100--"
"KERLEY Fred","Bronze Medal","Male","United States","Men's 100m",False,"/en/paris-2024/results/athletics/men-s-100m/fnl-000100--"
"LYLES Noah","Gold Medal","Male","United States","Men's 100m",False,"/en/paris-2024/results/athletics/men-s-100m/fnl-000100--"
"THOMPSON Kishane","Silver Medal","Male","Jamaica","Men's 100m",False,"/en/paris-2024/results/athletics/men-s-100m/fnl-000100--"
"MURPHY Ryan","Bronze Medal","Male","United States","Men's 100m Backstroke",False,"/en/paris-2024/results/swimming/men-s-100m-backstroke/fnl-000100--"
"CECCON Thomas","Gold Medal","Male","Italy","Men's 100m Backstroke",False,"/en/paris-2024/results/swimming/men-s-100m-backstroke/fnl-000100--"
"XU Jiayu","Silver Medal","Male","China","Men's 100m Backstroke",False,"/en/paris-2024/results/swimming/men-s-100m-backstroke/fnl-000100--"
"MARTINENGHI Nicolo","Gold Medal","Male","Italy","Men's 100m Breaststroke",False,"/en/paris-2024/results/swimming/men-s-100m-breaststroke/fnl-000100--"
"FINK Nic","Silver Medal","Male","United States","Men's 100m Breaststroke",False,"/en/paris-2024/results/swimming/men-s-100m-breaststroke/fnl-000100--"
"PEATY Adam","Silver Medal","Male","Great Britain","Men's 100m Breaststroke",False,"/en/paris-2024/results/swimming/men-s-100m-breaststroke/fnl-000100--"
"KHARUN Ilya","Bronze Medal","Male","Canada","Men's 100m Butterfly",False,"/en/paris-2024/results/swimming/men-s-100m-butterfly/fnl-000100--"
"MILAK Kristof","Gold Medal","Male","Hungary","Men's 100m Butterfly",False,"/en/paris-2024/results/swimming/men-s-100m-butterfly/fnl-000100--"
"LIENDO Josh","Silver Medal","Male","Canada","Men's 100m Butterfly",False,"/en/paris-2024/results/swimming/men-s-100m-butterfly/fnl-000100--"
"POPOVICI David","Bronze Medal","Male","Romania","Men's 100m Freestyle",False,"/en/paris-2024/results/swimming/men-s-100m-freestyle/fnl-000100--"
"PAN Zhanle","Gold Medal","Male","China","Men's 100m Freestyle",False,"/en/paris-2024/results/swimming/men-s-100m-freestyle/fnl-000100--"
"CHALMERS Kyle","Silver Medal","Male","Australia","Men's 100m Freestyle",False,"/en/paris-2024/results/swimming/men-s-100m-freestyle/fnl-000100--"
"TSIKHANTSOU Yauheni","Bronze Medal","Male","AIN","Men's 102kg",False,"/en/paris-2024/results/weightlifting/men-s-102kg/fnl-000100--"
"LIU Huanhua","Gold Medal","Male","China","Men's 102kg",False,"/en/paris-2024/results/weightlifting/men-s-102kg/fnl-000100--"
"DJURAEV Akbar","Silver Medal","Male","Uzbekistan","Men's 102kg",False,"/en/paris-2024/results/weightlifting/men-s-102kg/fnl-000100--"
"BETLEHEM David","Bronze Medal","Male","Hungary","Men's 10km",False,"/en/paris-2024/results/marathon-swimming/men-s-10km/fnl-000100--"
"RASOVSZKY Kristof","Gold Medal","Male","Hungary","Men's 10km",False,"/en/paris-2024/results/marathon-swimming/men-s-10km/fnl-000100--"
"KLEMET Oliver","Silver Medal","Male","Germany","Men's 10km",False,"/en/paris-2024/results/marathon-swimming/men-s-10km/fnl-000100--"
"WILLIAMS Noah","Bronze Medal","Male","Great Britain","Men's 10m Platform",False,"/en/paris-2024/results/diving/men-s-10m-platform/fnl-000100--"
"CAO Yuan","Gold Medal","Male","China","Men's 10m Platform",False,"/en/paris-2024/results/diving/men-s-10m-platform/fnl-000100--"
"TAMAI Rikuto","Silver Medal","Male","Japan","Men's 10m Platform",False,"/en/paris-2024/results/diving/men-s-10m-platform/fnl-000100--"
"BROADBELL Rasheed","Bronze Medal","Male","Jamaica","Men's 110m Hurdles",False,"/en/paris-2024/results/athletics/men-s-110m-hurdles/fnl-000100--"
"HOLLOWAY Grant","Gold Medal","Male","United States","Men's 110m Hurdles",False,"/en/paris-2024/results/athletics/men-s-110m-hurdles/fnl-000100--"
"ROBERTS Daniel","Silver Medal","Male","United States","Men's 110m Hurdles",False,"/en/paris-2024/results/athletics/men-s-110m-hurdles/fnl-000100--"
"NUGUSE Yared","Bronze Medal","Male","United States","Men's 1500m",False,"/en/paris-2024/results/athletics/men-s-1500m/fnl-000100--"
"HOCKER Cole","Gold Medal","Male","United States","Men's 1500m",False,"/en/paris-2024/results/athletics/men-s-1500m/fnl-000100--"
"KERR Josh","Silver Medal","Male","Great Britain","Men's 1500m",False,"/en/paris-2024/results/athletics/men-s-1500m/fnl-000100--"
"WIFFEN Daniel","Bronze Medal","Male","Ireland","Men's 1500m Freestyle",False,"/en/paris-2024/results/swimming/men-s-1500m-freestyle/fnl-000100--"
"FINKE Bobby","Gold Medal","Male","United States","Men's 1500m Freestyle",False,"/en/paris-2024/results/swimming/men-s-1500m-freestyle/fnl-000100--"
"PALTRINIERI Gregorio","Silver Medal","Male","Italy","Men's 1500m Freestyle",False,"/en/paris-2024/results/swimming/men-s-1500m-freestyle/fnl-000100--"
"LYLES Noah","Bronze Medal","Male","United States","Men's 200m",False,"/en/paris-2024/results/athletics/men-s-200m/fnl-000100--"
"TEBOGO Letsile","Gold Medal","Male","Botswana","Men's 200m",False,"/en/paris-2024/results/athletics/men-s-200m/fnl-000100--"
"BEDNAREK Kenneth","Silver Medal","Male","United States","Men's 200m",False,"/en/paris-2024/results/athletics/men-s-200m/fnl-000100--"
"MITYUKOV Roman","Bronze Medal","Male","Switzerland","Men's 200m Backstroke",False,"/en/paris-2024/results/swimming/men-s-200m-backstroke/fnl-000100--"
"KOS Hubert","Gold Medal","Male","Hungary","Men's 200m Backstroke",False,"/en/paris-2024/results/swimming/men-s-200m-backstroke/fnl-000100--"
"CHRISTOU Apostolos","Silver Medal","Male","Greece","Men's 200m Backstroke",False,"/en/paris-2024/results/swimming/men-s-200m-backstroke/fnl-000100--"
"CORBEAU Caspar","Bronze Medal","Male","Netherlands","Men's 200m Breaststroke",False,"/en/paris-2024/results/swimming/men-s-200m-breaststroke/fnl-000100--"
"MARCHAND Leon","Gold Medal","Male","France","Men's 200m Breaststroke",False,"/en/paris-2024/results/swimming/men-s-200m-breaststroke/fnl-000100--"
"STUBBLETY-COOK Zac","Silver Medal","Male","Australia","Men's 200m Breaststroke",False,"/en/paris-2024/results/swimming/men-s-200m-breaststroke/fnl-000100--"
"KHARUN Ilya","Bronze Medal","Male","Canada","Men's 200m Butterfly",False,"/en/paris-2024/results/swimming/men-s-200m-butterfly/fnl-000100--"
"MARCHAND Leon","Gold Medal","Male","France","Men's 200m Butterfly",False,"/en/paris-2024/results/swimming/men-s-200m-butterfly/fnl-000100--"
"MILAK Kristof","Silver Medal","Male","Hungary","Men's 200m Butterfly",False,"/en/paris-2024/results/swimming/men-s-200m-butterfly/fnl-000100--"
"HOBSON Luke","Bronze Medal","Male","United States","Men's 200m Freestyle",False,"/en/paris-2024/results/swimming/men-s-200m-freestyle/fnl-000100--"
"POPOVICI David","Gold Medal","Male","Romania","Men's 200m Freestyle",False,"/en/paris-2024/results/swimming/men-s-200m-freestyle/fnl-000100--"
"RICHARDS Matthew","Silver Medal","Male","Great Britain","Men's 200m Freestyle",False,"/en/paris-2024/results/swimming/men-s-200m-freestyle/fnl-000100--"
"WANG Shun","Bronze Medal","Male","China","Men's 200m Individual Medley",False,"/en/paris-2024/results/swimming/men-s-200m-individual-medley/fnl-000100--"
"MARCHAND Leon","Gold Medal","Male","France","Men's 200m Individual Medley",False,"/en/paris-2024/results/swimming/men-s-200m-individual-medley/fnl-000100--"
"SCOTT Duncan","Silver Medal","Male","Great Britain","Men's 200m Individual Medley",False,"/en/paris-2024/results/swimming/men-s-200m-individual-medley/fnl-000100--"
"MARTIN Alvaro","Bronze Medal","Male","Spain","Men's 20km Race Walk",False,"/en/paris-2024/results/athletics/men-s-20km-race-walk/fnl-000100--"
"PINTADO Brian Daniel","Gold Medal","Male","Ecuador","Men's 20km Race Walk",False,"/en/paris-2024/results/athletics/men-s-20km-race-walk/fnl-000100--"
"BONFIM Caio","Silver Medal","Male","Brazil","Men's 20km Race Walk",False,"/en/paris-2024/results/athletics/men-s-20km-race-walk/fnl-000100--"
"KIBIWOT Abraham","Bronze Medal","Male","Kenya","Men's 3000m Steeplechase",False,"/en/paris-2024/results/athletics/men-s-3000m-steeplechase/fnl-000100--"
"EL BAKKALI Soufiane","Gold Medal","Male","Morocco","Men's 3000m Steeplechase",False,"/en/paris-2024/results/athletics/men-s-3000m-steeplechase/fnl-000100--"
"ROOKS Kenneth","Silver Medal","Male","United States","Men's 3000m Steeplechase",False,"/en/paris-2024/results/athletics/men-s-3000m-steeplechase/fnl-000100--"
"OLVERA IBARRA Osmar","Bronze Medal","Male","Mexico","Men's 3m Springboard",False,"/en/paris-2024/results/diving/men-s-3m-springboard/fnl-000100--"
"XIE Siyi","Gold Medal","Male","China","Men's 3m Springboard",False,"/en/paris-2024/results/diving/men-s-3m-springboard/fnl-000100--"
"WANG Zongyuan","Silver Medal","Male","China","Men's 3m Springboard",False,"/en/paris-2024/results/diving/men-s-3m-springboard/fnl-000100--"
"SAMUKONGA Muzala","Bronze Medal","Male","Zambia","Men's 400m",False,"/en/paris-2024/results/athletics/men-s-400m/fnl-000100--"
"HALL Quincy","Gold Medal","Male","United States","Men's 400m",False,"/en/paris-2024/results/athletics/men-s-400m/fnl-000100--"
"HUDSON-SMITH Matthew","Silver Medal","Male","Great Britain","Men's 400m",False,"/en/paris-2024/results/athletics/men-s-400m/fnl-000100--"
"KIM Woomin","Bronze Medal","Male","Korea","Men's 400m Freestyle",False,"/en/paris-2024/results/swimming/men-s-400m-freestyle/fnl-000100--"
"MAERTENS Lukas","Gold Medal","Male","Germany","Men's 400m Freestyle",False,"/en/paris-2024/results/swimming/men-s-400m-freestyle/fnl-000100--"
"WINNINGTON Elijah","Silver Medal","Male","Australia","Men's 400m Freestyle",False,"/en/paris-2024/results/swimming/men-s-400m-freestyle/fnl-000100--"
"dos SANTOS Alison","Bronze Medal","Male","Brazil","Men's 400m Hurdles",False,"/en/paris-2024/results/athletics/men-s-400m-hurdles/fnl-000100--"
"BENJAMIN Rai","Gold Medal","Male","United States","Men's 400m Hurdles",False,"/en/paris-2024/results/athletics/men-s-400m-hurdles/fnl-000100--"
"WARHOLM Karsten","Silver Medal","Male","Norway","Men's 400m Hurdles",False,"/en/paris-2024/results/athletics/men-s-400m-hurdles/fnl-000100--"
"FOSTER Carson","Bronze Medal","Male","United States","Men's 400m Individual Medley",False,"/en/paris-2024/results/swimming/men-s-400m-individual-medley/fnl-000100--"
"MARCHAND Leon","Gold Medal","Male","France","Men's 400m Individual Medley",False,"/en/paris-2024/results/swimming/men-s-400m-individual-medley/fnl-000100--"
"MATSUSHITA Tomoyuki","Silver Medal","Male","Japan","Men's 400m Individual Medley",False,"/en/paris-2024/results/swimming/men-s-400m-individual-medley/fnl-000100--"
"FISHER Grant","Bronze Medal","Male","United States","Men's 5000m",False,"/en/paris-2024/results/athletics/men-s-5000m/fnl-000100--"
"INGEBRIGTSEN Jakob","Gold Medal","Male","Norway","Men's 5000m",False,"/en/paris-2024/results/athletics/men-s-5000m/fnl-000100--"
"KWEMOI Ronald","Silver Medal","Male","Kenya","Men's 5000m",False,"/en/paris-2024/results/athletics/men-s-5000m/fnl-000100--"
"MANAUDOU Florent","Bronze Medal","Male","France","Men's 50m Freestyle",False,"/en/paris-2024/results/swimming/men-s-50m-freestyle/fnl-000100--"
"McEVOY Cameron","Gold Medal","Male","Australia","Men's 50m Freestyle",False,"/en/paris-2024/results/swimming/men-s-50m-freestyle/fnl-000100--"
"PROUD Benjamin","Silver Medal","Male","Great Britain","Men's 50m Freestyle",False,"/en/paris-2024/results/swimming/men-s-50m-freestyle/fnl-000100--"
"ALCANTARA REYES Yunior","Bronze Medal","Male","Dominican Republic","Men's 51kg",False,"/en/paris-2024/results/boxing/men-s-51kg/sfnl000100--"
"de PINA David","Bronze Medal","Male","Cabo Verde","Men's 51kg",False,"/en/paris-2024/results/boxing/men-s-51kg/sfnl000200--"
"DUSMATOV Hasanboy","Gold Medal","Male","Uzbekistan","Men's 51kg",False,"/en/paris-2024/results/boxing/men-s-51kg/fnl-000100--"
"BENNAMA Billal","Silver Medal","Male","France","Men's 51kg",False,"/en/paris-2024/results/boxing/men-s-51kg/fnl-000100--"
"SENIOR Charlie","Bronze Medal","Male","Australia","Men's 57kg",False,"/en/paris-2024/results/boxing/men-s-57kg/sfnl000100--"
"IBANEZ DIAZ Javier","Bronze Medal","Male","Bulgaria","Men's 57kg",False,"/en/paris-2024/results/boxing/men-s-57kg/sfnl000200--"
"KHALOKOV Abdumalik","Gold Medal","Male","Uzbekistan","Men's 57kg",False,"/en/paris-2024/results/boxing/men-s-57kg/fnl-000100--"
"SEIITBEK UULU Munarbek","Silver Medal","Male","Kyrgyzstan","Men's 57kg",False,"/en/paris-2024/results/boxing/men-s-57kg/fnl-000100--"
"MORRIS Hampton","Bronze Medal","Male","United States","Men's 61kg",False,"/en/paris-2024/results/weightlifting/men-s-61kg/fnl-000100--"
"LI Fabin","Gold Medal","Male","China","Men's 61kg",False,"/en/paris-2024/results/weightlifting/men-s-61kg/fnl-000100--"
"SILACHAI Theerapong","Silver Medal","Male","Thailand","Men's 61kg",False,"/en/paris-2024/results/weightlifting/men-s-61kg/fnl-000100--"
"SANFORD Wyatt","Bronze Medal","Male","Canada","Men's 63.5kg",False,"/en/paris-2024/results/boxing/men-s-63-5kg/sfnl000100--"
"GURULI Lasha","Bronze Medal","Male","Georgia","Men's 63.5kg",False,"/en/paris-2024/results/boxing/men-s-63-5kg/sfnl000200--"
"ALVAREZ BORGES Erislandy","Gold Medal","Male","Cuba","Men's 63.5kg",False,"/en/paris-2024/results/boxing/men-s-63-5kg/fnl-000100--"
"OUMIHA Sofiane","Silver Medal","Male","France","Men's 63.5kg",False,"/en/paris-2024/results/boxing/men-s-63-5kg/fnl-000100--"
"RICHARDSON Lewis","Bronze Medal","Male","Great Britain","Men's 71kg",False,"/en/paris-2024/results/boxing/men-s-71kg/sfnl000200--"
"JONES Omari","Bronze Medal","Male","United States","Men's 71kg",False,"/en/paris-2024/results/boxing/men-s-71kg/sfnl000100--"
"MUYDINKHUJAEV Asadkhuja","Gold Medal","Male","Uzbekistan","Men's 71kg",False,"/en/paris-2024/results/boxing/men-s-71kg/fnl-000100--"
"VERDE ALVAREZ Marco Alonso","Silver Medal","Male","Mexico","Men's 71kg",False,"/en/paris-2024/results/boxing/men-s-71kg/fnl-000100--"
"ANDREEV Bozhidar Dimitrov","Bronze Medal","Male","Bulgaria","Men's 73kg",False,"/en/paris-2024/results/weightlifting/men-s-73kg/fnl-000100--"
"JUNIANSYAH Rizki","Gold Medal","Male","Indonesia","Men's 73kg",False,"/en/paris-2024/results/weightlifting/men-s-73kg/fnl-000100--"
"WICHUMA Weeraphon","Silver Medal","Male","Thailand","Men's 73kg",False,"/en/paris-2024/results/weightlifting/men-s-73kg/fnl-000100--"
"SEDJATI Djamel","Bronze Medal","Male","Algeria","Men's 800m",False,"/en/paris-2024/results/athletics/men-s-800m/fnl-000100--"
"WANYONYI Emmanuel","Gold Medal","Male","Kenya","Men's 800m",False,"/en/paris-2024/results/athletics/men-s-800m/fnl-000100--"
"AROP Marco","Silver Medal","Male","Canada","Men's 800m",False,"/en/paris-2024/results/athletics/men-s-800m/fnl-000100--"
"PALTRINIERI Gregorio","Bronze Medal","Male","Italy","Men's 800m Freestyle",False,"/en/paris-2024/results/swimming/men-s-800m-freestyle/fnl-000100--"
"WIFFEN Daniel","Gold Medal","Male","Ireland","Men's 800m Freestyle",False,"/en/paris-2024/results/swimming/men-s-800m-freestyle/fnl-000100--"
"FINKE Bobby","Silver Medal","Male","United States","Men's 800m Freestyle",False,"/en/paris-2024/results/swimming/men-s-800m-freestyle/fnl-000100--"
"LOPEZ CARDONA Arlen","Bronze Medal","Male","Cuba","Men's 80kg",False,"/en/paris-2024/results/boxing/men-s-80kg/sfnl000200--"
"PINALES Cristian Javier","Bronze Medal","Male","Dominican Republic","Men's 80kg",False,"/en/paris-2024/results/boxing/men-s-80kg/sfnl000100--"
"KHYZHNIAK Oleksandr","Gold Medal","Male","Ukraine","Men's 80kg",False,"/en/paris-2024/results/boxing/men-s-80kg/fnl-000100--"
"ORALBAY Nurbek","Silver Medal","Male","Kazakhstan","Men's 80kg",False,"/en/paris-2024/results/boxing/men-s-80kg/fnl-000100--"
"PIZZOLATO Antonino","Bronze Medal","Male","Italy","Men's 89kg",False,"/en/paris-2024/results/weightlifting/men-s-89kg/fnl-000100--"
"NASAR Karlos May","Gold Medal","Male","Bulgaria","Men's 89kg",False,"/en/paris-2024/results/weightlifting/men-s-89kg/fnl-000100--"
"LOPEZ Yeison","Silver Medal","Male","Colombia","Men's 89kg",False,"/en/paris-2024/results/weightlifting/men-s-89kg/fnl-000100--"
"BOLTAEV Davlat","Bronze Medal","Male","Tajikistan","Men's 92kg",False,"/en/paris-2024/results/boxing/men-s-92kg/sfnl000200--"
"REYES PLA Enmanuel","Bronze Medal","Male","Spain","Men's 92kg",False,"/en/paris-2024/results/boxing/men-s-92kg/sfnl000100--"
"MULLOJONOV Lazizbek","Gold Medal","Male","Uzbekistan","Men's 92kg",False,"/en/paris-2024/results/boxing/men-s-92kg/fnl-000100--"
"ALFONSO DOMINGUEZ Loren Berto","Silver Medal","Male","Azerbaijan","Men's 92kg",False,"/en/paris-2024/results/boxing/men-s-92kg/fnl-000100--"
"XIAO Ruoteng","Bronze Medal","Male","China","Men's All-Around",False,"/en/paris-2024/results/artistic-gymnastics/men-s-all-around/fnl-000001--"
"OKA Shinnosuke","Gold Medal","Male","Japan","Men's All-Around",False,"/en/paris-2024/results/artistic-gymnastics/men-s-all-around/fnl-000001--"
"ZHANG Boheng","Silver Medal","Male","China","Men's All-Around",False,"/en/paris-2024/results/artistic-gymnastics/men-s-all-around/fnl-000001--"
"SCHUBERT Jakob","Bronze Medal","Male","Austria","Men's Boulder & Lead",False,"/en/paris-2024/results/sport-climbing/men-s-boulder-and-lead/fnl-000200--"
